District,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
Tribal Area,Tribal Area-V,NA-40,Mr Alamgir Khan Wazir,Independent,46,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-V,NA-40,Malik Mohammad Ajmal Khan,Independent,5464,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-V,NA-40,Mr Mohammad Niaz Khan,Independent,680,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-V,NA-40,Malik Muhammad Afzal Khan Daurhamzoni,Independent,145,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-V,NA-40,Malik Aziz ur Rehman,Independent,11,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-V,NA-40,Molvi Nek Zaman,Independent,14773,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-V,NA-40,Mr Laiq Zaman,Independent,398,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-V,NA-40,Mr Nisar Ali Khan,Independent,527,28600,289,28889,96448,29.95
Tribal Area,Tribal Area-VI,NA-41,Mr Allah Noor,Indepndent,188,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Aamanullah,Indepndent,3,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Jalal Khan,Indepndent,136,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Hazrat Khan,Indepndent,2159,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Zubair Khan,Indepndent,10,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Sardar Hassan,Indepndent,42,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Said Asghar,Indepndent,971,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Zafarullah Khan,Indepndent,882,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Abdul Malik,Indepndent,8005,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Abdul Manan,Indepndent,13,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Azizul Hassan,Indepndent,2456,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Azizullah,Indepndent,164,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Ghalib Khan,Indepndent,1140,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Ghulam Haider,Indepndent,27,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Faridullah Khan,Indepndent,542,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Feroz Khan,Indepndent,25,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Gul Hassan,Indepndent,1582,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Mohammad Jehangir,Indepndent,10,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Mohammad Rafique,Indepndent,78,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Muhammad Saleh Shah,Indepndent,6904,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Muhammad Usman,Indepndent,5,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Mohammad Farooq,Indepndent,37,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Nisar Ahmad Nisar,Indepndent,158,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Noor Zaman,Indepndent,345,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VI,NA-41,Mr Niaz Mohammad,Indepndent,292,26188,844,27032,86598,31.22
Tribal Area,Tribal Area-VII,NA-42,Mr Badshahi Khan,Independent,1168,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,General Alam Jan Masood,Independent,5027,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,Retired Major ® Muhammad Zaman,Independent,1503,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,Mr Sami Ullah,Independent,40,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,Mr Sher Muhammad,Independent,2332,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,Qazi Salim Khan,Independent,4382,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,Mr Muhammad Javed Khan,Independent,999,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,Mr Muhammad Miraj-ud-Din,Independent,12360,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VII,NA-42,Mr Yar Muhammad Shabi Khel Mahsood,Independent,2279,30472,694,31166,122373,25.47
Tribal Area,Tribal Area-VIII,NA-43,Mr Shaukatullah Khan,Independent,6885,26625,748,27373,114139,23.98
Tribal Area,Tribal Area-VIII,NA-43,Sheikh Jehan Zada,Independent,2413,26625,748,27373,114139,23.98
Tribal Area,Tribal Area-VIII,NA-43,Mr Salahud-Din Khan,Independent,3599,26625,748,27373,114139,23.98
Tribal Area,Tribal Area-VIII,NA-43,Mr Mohammad Akbar Khan,Independent,228,26625,748,27373,114139,23.98
Tribal Area,Tribal Area-VIII,NA-43,Maulvi Muhammad Sadiq,Independent,13097,26625,748,27373,114139,23.98
Tribal Area,Tribal Area-IX,NA-44,Mr Said Wahid,Independent,905,28046,923,28969,131926,21.96
Tribal Area,Tribal Area-IX,NA-44,Mr Shahabud-Din Khan,Independent,8465,28046,923,28969,131926,21.96
Tribal Area,Tribal Area-IX,NA-44,Mr Gul Dad Khan,Independent,1015,28046,923,28969,131926,21.96
Tribal Area,Tribal Area-IX,NA-44,Mr Mohammad Ihsan Ullah,Independent,418,28046,923,28969,131926,21.96
Tribal Area,Tribal Area-IX,NA-44,Mr Muhammad Daud Khan,Independent,2511,28046,923,28969,131926,21.96
Tribal Area,Tribal Area-IX,NA-44,Mian Said Ahmad Jan,Independent,1277,28046,923,28969,131926,21.96
Tribal Area,Tribal Area-IX,NA-44,Mr Haroon Rashid,Independent,13389,28046,923,28969,131926,21.96
Tribal Area,Tribal Area-X,NA-45,Mr Ikram Ullah Jan,Independent,625,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Mr Amjad Ali,Independent,890,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Haji Khan,Independent,630,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Sardar Khan Afridi,Independent,466,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Mr Ajab Khan Afridi,Independent,4131,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Mr Ishrat Ullah,Independent,234,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Qazi Muhammad Ashraf,Independent,2662,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Mr Mohammad Hassan Shinwari,Independent,12,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Mr Mohammad Zakria Shinwari,Independent,636,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Nawab Shah Afridi,Independent,217,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Mr Noor-ul-Haq Qadri,Independent,9121,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-X,NA-45,Mr Hidayat Ullah Afridi,Independent,20,19698,348,20046,91361,21.94
Tribal Area,Tribal Area-XI,NA-46,Mr Javed Khan,Independent,559,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Haji Faizullah,Independent,48,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Dr Bakht Wazir Afridi,Independent,750,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Dr Abdul Qadir,Independent,511,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Dr Niaz Badshah,Independent,212,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Mr Farhad Shabab,Independent,584,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Mr Mohammad Ayub,Independent,2838,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Mr Mohammad Aris,Independent,57,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Mr Mohammad Saeed,Independent,3566,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Malik Zada Said Akbar,Independent,418,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XI,NA-46,Maulana Khalilur Rehman Afridi,Independent,5611,16559,260,16819,80422,20.91
Tribal Area,Tribal Area-XII,NA-47,Mr Sameenullah,Independent,676,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Haji Zafar Khan,Independent,5448,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Dilawar Khan,Independent,117,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Dr Haji Zarbat Khan,Independent,33,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Dr Muhammad Nawaz Wazir,Independent,906,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Dr Naseem Afridi,Independent,10341,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Zahid Khan,Independent,40,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Said Anwar Afridi,Independent,16,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Shehzada Mehmood Afridi Advocate,Independent,88,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Abdul Razaq,Independent,22,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Muhabat Khan Sherani,Independent,1961,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Moeen Khan,Independent,27,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Malik Muhammad Janan Khan,Independent,5,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Malik Mir Alam Khan,Independent,8,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Malik Noor Zaman,Independent,4262,34627,414,35041,120963,28.97
Tribal Area,Tribal Area-XII,NA-47,Mr Noor Aslam Afridi,Independent,400,34627,414,35041,120963,28.97
Islamabad,Islamabad-I,NA-48,Dr Babar Awan,Pakistan Peoples Party Parliamentarians,28775,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Dr Muhammad Nasir Ansari,Independent,202,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Rao Javed Ali Khan,Pakistan Democratic Party,21,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Rafique-ur-Rehman Sanjrani,Qaumi Tahaffaz party,22,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Syed Shaukat Amir,Independent,16,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Syed Tayyab Al-Hussaini,Pak Wattan Party,122,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Syed Zafar Ali Shah,Pakistan Muslim League(N),3893,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Shakeel Hasan Qaiser,Pakistan Muslim League(Z),529,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Sahibzada Ahmed Raza Khan Qasuri,Pakistan Tehreek-e-Insaf,5310,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Alamgir Khan,Independent,2479,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Ghulam Mehboob,pakistan Social Democratic party,105,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Col ® Sanaullah Raja,Pakistan Awami Tehreek,1131,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Muhammad Shafique Chaudhary,Pakistan Muslim League(J),490,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Muhammad Farooq Butt,Independent,24,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mr Munawar Mughal,Pakistan Muslim League(QA),3915,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Mian Muhammad Aslam,Muttahidda Majlis-e-Amal Pakistan,40365,87601,626,88227,187426,47.07
Islamabad,Islamabad-I,NA-48,Major ® Fuzail Hussain Khan,Independent,24,87601,626,88227,187426,47.07
Islamabad,Islamabad-II,NA-49,Mr Rab Nawaz Choudhry,Pakistan Tehreek-e-Insaf,7540,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Mr Mustafa Nawaz Khokhar,Independent,30016,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Syed Nayyar Hussain Bokhari,Pakistan Peoples Party Parliamentarians,47884,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Raja Muhammad Yamin Abbasi,Pakistan Awami Tehreek,2009,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Sardar Ghulam Mustafa,Independent,1184,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Sardar Muhammad Sabir,Hazara Quami Mahaz,96,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Mr Shakil Ahmed Anjum,Pakistan Freedom Party,101,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Mr Muhammad Rahim Awan,Pakistan Muslim League(J),1218,107241,1255,108496,196177,55.31
Islamabad,Islamabad-II,NA-49,Malik Masood Ahmed,Independent,361,107241,1255,108496,196177,55.31
Rawalpindi,Rawalpindi-I,NA-50,Mr Ghulam Murtaza Satti,Pakistan Peoples Party Parliamentarians,74259,168707,2742,171449,358818,47.78
Rawalpindi,Rawalpindi-I,NA-50,Col ® Muhammad Masud Baig,Independent,460,168707,2742,171449,358818,47.78
Rawalpindi,Rawalpindi-I,NA-50,Mr Muhammad Sufyan Abbasi,Muttahidda Majlis-e-Amal Pakistan,29331,168707,2742,171449,358818,47.78
Rawalpindi,Rawalpindi-I,NA-50,Mr Muhammad Siddique Qureshi,Pakistan Tehreek-e-Insaf,860,168707,2742,171449,358818,47.78
Rawalpindi,Rawalpindi-II,NA-51,Chudhry Muhammad Khurshid Zaman,Pakistan Muslim League(N),26895,175867,3320,179187,345475,51.87
Rawalpindi,Rawalpindi-II,NA-51,Dr Muhammad Tahir-ul-Qadri,Pakistan Awami Tehreek,15213,175867,3320,179187,345475,51.87
Rawalpindi,Rawalpindi-II,NA-51,Raja Pervaiz Ashraf,Pakistan Peoples Party Parliamentarians,81761,175867,3320,179187,345475,51.87
Rawalpindi,Rawalpindi-II,NA-51,Raja Shoukat Aziz,Pakistan Muslim League(QA),46383,175867,3320,179187,345475,51.87
Rawalpindi,Rawalpindi-II,NA-51,Syed Mozam Ali Rizvi,Pak Wattan Party,533,175867,3320,179187,345475,51.87
Rawalpindi,Rawalpindi-III,NA-52,Col ® Sakhawat Hussain,Independent,2310,144310,5698,150008,306853,48.89
Rawalpindi,Rawalpindi-III,NA-52,Mr Muhammad Saghir Khokhar,Pakistan Peoples Party Parliamentarians,11684,144310,5698,150008,306853,48.89
Rawalpindi,Rawalpindi-III,NA-52,Mr Muhammad Nasir Raja,Pakistan Muslim League(QA),56645,144310,5698,150008,306853,48.89
Rawalpindi,Rawalpindi-IV,NA-53,Engineer Jamil Ahmed Malik,Independent,551,145335,3311,148646,291549,50.98
Rawalpindi,Rawalpindi-IV,NA-53,Mr Tanvir Iqbal Khan Advocate,Independent,202,145335,3311,148646,291549,50.98
Rawalpindi,Rawalpindi-IV,NA-53,Chaudhry Nisar Ali Khan,Pakistan Muslim League(N),57110,145335,3311,148646,291549,50.98
Rawalpindi,Rawalpindi-IV,NA-53,Sardar Shoiab Mumtaz Khan,Pakistan Peoples Party Parliamentarians,6673,145335,3311,148646,291549,50.98
Rawalpindi,Rawalpindi-IV,NA-53,Syed Guftar Hussain Shah,Pakistan Awami Tehreek,3596,145335,3311,148646,291549,50.98
Rawalpindi,Rawalpindi-IV,NA-53,Mr Ghulam Sarwar Khan,Independent,66900,145335,3311,148646,291549,50.98
Rawalpindi,Rawalpindi-IV,NA-53,Mr Faisal Iqbal,Independent,9984,145335,3311,148646,291549,50.98
Rawalpindi,Rawalpindi-V,NA-54,Raja Muhammad Zafar-ul-Haq,Pakistan Muslim League(N),28805,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Mr Zamurd Khan Advocate,Pakistan Peoples Party Parliamentarians,31491,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Syed Zahid Abbas Kazmi,Pak Wattan Party,560,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Syed Ghazanffar Ali Shah,National Alliance,264,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Mr Shaukat Aziz Siddiqui,Muttahidda Majlis-e-Amal Pakistan,12676,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Allama Ayaz Zahir Hashmi,Pakistan Muslim League(QA),1640,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Mr Ghulam Qadir,Pakistan Tehreek-e-Insaf,2479,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Mr Muhammad Ijaz-ul-Haq,Pakistan Muslim League(Z),4164,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-V,NA-54,Major ® Mehr Muhammad Ramzan,Independent,40,82292,1488,83780,209619,39.97
Rawalpindi,Rawalpindi-VI,NA-55,Sardar Muhammad Tariq,Pakistan Muslim League(N),14405,96659,2174,98833,254943,38.77
Rawalpindi,Rawalpindi-VI,NA-55,Sheikh Rasheed Ahmad,Independent,40649,96659,2174,98833,254943,38.77
Rawalpindi,Rawalpindi-VI,NA-55,Mr Tariq Munir Butt,Muttahidda Majlis-e-Amal Pakistan,12297,96659,2174,98833,254943,38.77
Rawalpindi,Rawalpindi-VI,NA-55,Mr Abdul Hafeez Khokhar,Shan-e-Pakistan Party,276,96659,2174,98833,254943,38.77
Rawalpindi,Rawalpindi-VI,NA-55,Mr Naveed Sharif Butt,Sunni Tehreek,147,96659,2174,98833,254943,38.77
Rawalpindi,Rawalpindi-VII,NA-56,Mr Sajjad Haider Qadri,Sunni Tehreek,450,82089,2215,84304,231962,36.34
Rawalpindi,Rawalpindi-VII,NA-56,Sardar Shoukat Hayat,Pakistan Peoples Party Parliamentarians,19888,82089,2215,84304,231962,36.34
Rawalpindi,Rawalpindi-VII,NA-56,Syed Zafar Ali Shah,Pakistan Muslim League(N),11441,82089,2215,84304,231962,36.34
Rawalpindi,Rawalpindi-VII,NA-56,Sheikh Rasheed Ahmad,Independent,30951,82089,2215,84304,231962,36.34
Rawalpindi,Rawalpindi-VII,NA-56,Mr Aamer Mahmood Kiani,Pakistan Tehreek-e-Insaf,3182,82089,2215,84304,231962,36.34
Rawalpindi,Rawalpindi-VII,NA-56,Nilofar Bukhtiar,Pakistan Muslim League(QA),3637,82089,2215,84304,231962,36.34
Attock,Attock-I,NA-57,Hafiz Saeed Ahmad,Muttahidda Majlis-e-Amal Pakistan,23933,102410,3773,106183,243306,43.64
Attock,Attock-I,NA-57,Mr SheikhEhsan-ud-din,Pakistan Peoples Party Parliamentarians,9570,102410,3773,106183,243306,43.64
Attock,Attock-I,NA-57,Mr Mahboob Ahmad Qadri,Pakistan Awami Tehreek,2043,102410,3773,106183,243306,43.64
Attock,Attock-I,NA-57,Mr Mohammad Salman Sarwar,Pakistan Muslim League(N),23988,102410,3773,106183,243306,43.64
Attock,Attock-I,NA-57,Malik Amin Aslam Khan,Pakistan Muslim League(QA),39921,102410,3773,106183,243306,43.64
Attock,Attock-I,NA-57,Malik Mohammad Asghar Advocate,Independent,685,102410,3773,106183,243306,43.64
Attock,Attock-II,NA-58,Sardar Muhammad Khalid,Pakistan Awami Tehreek,1647,151777,5230,157007,274639,57.17
Attock,Attock-II,NA-58,Syed Abdul Salam Hassan Raza Naqvi,Muttahidda Majlis-e-Amal Pakistan,8126,151777,5230,157007,274639,57.17
Attock,Attock-II,NA-58,Mr Muhammad Amin Gulial,Pakistan Tehreek-e-Insaf,1545,151777,5230,157007,274639,57.17
Attock,Attock-II,NA-58,Malik Allah Yar Khan,Pakistan Muslim League(QA),88784,151777,5230,157007,274639,57.17
Attock,Attock-II,NA-58,Malik Sohail Khan,Pakistan Muslim League(N),41373,151777,5230,157007,274639,57.17
Attock,Attock-III,NA-59,Dr Sikandar Hayat Khan,Pakistan Peoples Party Parliamentarians,41674,130217,3401,133618,236272,56.55
Attock,Attock-III,NA-59,Dr Muhammad Yaqoob Khan,Pakistan Awami Tehreek,3079,130217,3401,133618,236272,56.55
Attock,Attock-III,NA-59,Lt Col ® Muhammad Pervez Khan,Pakistan Muslim League(N),12884,130217,3401,133618,236272,56.55
Attock,Attock-III,NA-59,Mr Muhammad Halim Advocate,Muttahidda Majlis-e-Amal Pakistan,6908,130217,3401,133618,236272,56.55
Chakwal,Chakwal-I,NA-60,Mr Khurram Nawab,Pakistan Peoples Party Parliamentarians,41006,200355,4195,204550,386932,52.86
Chakwal,Chakwal-I,NA-60,Raja Naseeb Khan,Qaumi Inqilab Party,496,200355,4195,204550,386932,52.86
Chakwal,Chakwal-I,NA-60,Mr Sahibzada Nasir Jamil Hashmi,Muttahidda Majlis-e-Amal Pakistan,14084,200355,4195,204550,386932,52.86
Chakwal,Chakwal-I,NA-60,Mr Muhammad Nawaz Malik,Pakistan Tehreek-e-Insaf,2358,200355,4195,204550,386932,52.86
Chakwal,Chakwal-I,NA-60,Major ® Tahir Iqbal,Pakistan Muslim League(QA),72331,200355,4195,204550,386932,52.86
Chakwal,Chakwal-II,NA-61,Syed Muhammad Ejaz Shabbir Bukhari,Pakistan Peoples Party Parliamentarians,6671,194260,3883,198143,358593,55.26
Chakwal,Chakwal-II,NA-61,Mr Muhammad Amir,Muttahidda Majlis-e-Amal Pakistan,9754,194260,3883,198143,358593,55.26
Chakwal,Chakwal-II,NA-61,Mr Muhammad Faiz Malik,Independent,101664,194260,3883,198143,358593,55.26
Jhelum,Jhelum-I,NA-62,Raja Muhammad Safdar,Pakistan Muslim League(N),51618,148053,2828,150881,290079,52.01
Jhelum,Jhelum-I,NA-62,Mr Sohail Zafar,Pakistan Peoples Party Parliamentarians,15133,148053,2828,150881,290079,52.01
Jhelum,Jhelum-I,NA-62,Raja Muhammad Zia Ashraf,Muttahidda Majlis-e-Amal Pakistan,4391,148053,2828,150881,290079,52.01
Jhelum,Jhelum-I,NA-62,Lt Col ® Rab Nawaz,Pakistan Awami Tehreek,867,148053,2828,150881,290079,52.01
Jhelum,Jhelum-I,NA-62,Mr Muhammad Riaz Malik,Pakistan Tehreek-e-Insaf,827,148053,2828,150881,290079,52.01
Jhelum,Jhelum-II,NA-63,Raja Muhammad Asad Khan,Pakistan Muslim League(N),46722,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Raja Muhammad Nawaz Kiani,Muttahidda Majlis-e-Amal Pakistan,4286,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Mr Saeed-ul- Hassan Zaidi,Pakistan Peoples Party Parliamentarians,26353,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Col Anwar Khan Afridi,Pakistan Awami Tehreek,6587,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Mr Mehboob Hussain,Pakistan Tehreek-e-Insaf,521,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Mr Muhammad Asad Rajput,Independent,2031,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Mirza Mohammad Nawazish Ali Baig,Independent,271,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Malik Abdul Qayyum,National Alliance,3189,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Mr Manzoor Hussain Malik,Independent,1356,142818,4589,147407,294278,50.09
Jhelum,Jhelum-II,NA-63,Nawabzada Syed Shamas Haider,Pakistan Muslim League(QA),39933,142818,4589,147407,294278,50.09
Sargodha,Sargodha-I,NA-64,Pir Zada Muhammad Mohsan Shah,Independent,1615,161072,4423,165495,329423,50.24
Sargodha,Sargodha-I,NA-64,Chaudhary Muhammad Ali,Pakistan Muslim League(QA),42781,161072,4423,165495,329423,50.24
Sargodha,Sargodha-I,NA-64,Mr Hasan Inam Paracha,Independent,1077,161072,4423,165495,329423,50.24
Sargodha,Sargodha-I,NA-64,Malik Hamid Zaman Bhirth,Muttahidda Majlis-e-Amal Pakistan,2388,161072,4423,165495,329423,50.24
Sargodha,Sargodha-I,NA-64,Major ® Pirzada Muhammad Ibrahim Shah,Pakistan Muslim League(N),43396,161072,4423,165495,329423,50.24
Sargodha,Sargodha-II,NA-65,Ch Ghias Ahmed Mela,Pakistan Muslim League(QA),62306,130896,3289,134185,287545,46.67
Sargodha,Sargodha-II,NA-65,Mehr Khaliq Yar Khan Lak,Pakistan Peoples Party Parliamentarians,59034,130896,3289,134185,287545,46.67
Sargodha,Sargodha-II,NA-65,Mehr Muhammad Yar Khan Lak,Independent,1257,130896,3289,134185,287545,46.67
Sargodha,Sargodha-III,NA-66,Ch Muhammad Hamid Hameed,Pakistan Muslim League(N),29496,123223,3359,126582,282701,44.78
Sargodha,Sargodha-III,NA-66,Ch Sultan Ahmed,Pakistan Awami Tehreek,2241,123223,3359,126582,282701,44.78
Sargodha,Sargodha-III,NA-66,Dr Muhammad Arshad Shahid,Muttahidda Majlis-e-Amal Pakistan,38952,123223,3359,126582,282701,44.78
Sargodha,Sargodha-III,NA-66,Rao Abdul Ghaffar Khan Advocate,Independent,927,123223,3359,126582,282701,44.78
